Term ID,Term,No. of items
60091,One laptop per child,5
60186,Open knowledge,5
60191,Open source software,5
60331,overtime,5
60336,overweight children,5
60536,Payday lending,5
60581,People smuggling,5
60631,Personal identifiers,5
60751,Plug-in electric vehicles,5
60806,Policy failure,5
60866,Political economy,5
61466,recovery,5
61491,redundancy,5
61521,refugee families,5
61741,Research-practice relationship,5
62231,Salinity,5
62471,Sex education,5
62476,Sex work,5
62571,Sleep,5
62606,Smart homes,5
62761,Social resources,5
62846,South China Sea,5
62881,Spinal cord impairment,5
62921,Standards,5
63041,student behaviour,5
63066,student learning,5
63096,students with disability,5
63181,supported decision-making,5
63416,Telephone counselling,5
63681,trauma,5
64336,World Internet Project,5
64351,World Trade Organization,5
64521,Learning difficulties,5
64526,emergency departments,5
64591,birds,5
64661,military bases,5
64701,mesothelioma,5
64731,ASX,5
65036,book publishing,5
65171,Online video,5
65486,cognitive impairment,5
65591,DNA,5
65616,media reporting,5
65926,Early school leavers,5
66271,Indoor Thermal Environment,5
66311,Office building,5
66441,Berries,5
66471,economic productivity,5
66816,Goats,5
67186,Ocean warming,5
67446,Diseases and Weeds,5
67641,young workers,5
68506,Special category visas,5
68546,Anti-dumping,5
68621,Victorian elections,5
68631,blindness,5
68791,malware,5
68856,aviation safety,5
68861,civil justice,5
69196,data surveillance,5
69671,Modular construction,5
69966,Withholding and withdrawing life-sustaining treatment,5
70131,hybrid electric vehicles,5
70146,General practice,5
70356,Multi-region input–output analysis,5
70541,institutional investment,5
71046,journal articles,5
71081,Fiscal Federalism,5
71326,major cities,5
71741,educational needs,5
72736,fundraising,5
72771,Intelligent Transport Systems (ITS),5
73596,Thermal energy,5
73836,Cultural tourism,5
74071,Magistrates Court,5
74436,Alcohol advertising,5
75026,Dual citizenship,5
75246,Sports administration,5
75286,Traffic management,5
75661,Hunting and gathering societies,5
75671,Monetary unions,5
75921,Creative technologies,5
76101,Traditional knowledge,5
77316,Theatre,5
78026,Elite athletes,5
79596,Coral bleaching,5
80376,Pacific history,5
82086,Clean Energy Target (CET),5
82521,Vladimir Putin,5
82746,Quad bikes,5
83056,Copyright safe harbours,5
83266,Financial crime,5
83436,digital preservation,5
83541,Property market,5
83661,Antenatal care,5
83666,Australia Day,5
83746,Aviation,5
83821,Public dental services,5
84071,Reunification,5
84611,Executive salaries,5
85141,student accommodation,5
88361,Anti-social behaviour,5
88421,Informal care,5
88546,harmful sexual behaviour,5
88651,Water treatment,5
88721,food safety,5
88756,International migration,5
88856,Microgrids,5
88861,Indigenous Protected Areas,5
89021,Collection management,5
89106,Civic leadership,5
89396,Pasifika diaspora,5
90231,Fuel security,5
90741,Housing security,5
90936,Displacement,5
91281,Visual literacy,5
91351,Reconciliation Action Plans,5
91761,craft economy,5
91936,Economic mobility,5
92251,Integrated development,5
92956,Wetlands,5
93021,ride-hailing services,5
93236,inaccurate data collection,5
93376,Low-wage industries,5
93496,wages analysis,5
93881,middle-skill workers,5
96386,Federal Budget 2019-20,5
96406,Royal Commission into Victoria's Mental Health System,5
96636,poverty cycle,5
97046,Community service organisations,5
97076,Triple bottom line,5
97281,Climate modelling,5
97656,Engagement and Impact Assessment (EI),5
97721,General Data Protection Regulation (GDPR),5
98156,Web accessibility,5
98176,Zoning,5
98671,Tiwi,5
98691,"Royal Commission into Violence, Abuse, Neglect and Exploitation of People with Disability",5
20207,Human reproductive technology,6
20446,Hijab (Islamic clothing),6
20491,Animal rights,6
20642,Radicalism--Religious aspects,6
20705,Muslim students,6
21663,Epidemics,6
21791,Family mediation,6
22234,Pain,6
22311,Deafness,6
22423,Schizophrenia,6
22434,Alternative medicine,6
22480,Home-based family services,6
22497,Bisexuals,6
22757,Electronic books,6
22817,Nonprofit organizations--Economic aspects,6
23134,Shared virtual environments,6
23329,Inheritance and succession,6
23405,Litigation,6
51546,university fees,6
52046,Coal,6
52086,adaptation,6
52671,Aboriginal water use,6
53046,Animal diseases,6
53251,Asia-Pacific,6
53646,Biometrics,6
53986,Car parking,6
54001,carbon dioxide,6
54091,Water catchments,6
54096,Catholic Church,6
54206,childcare,6
54426,Code of conduct,6
54471,Collective impact,6
54591,community legal centres,6
54661,Compliance with law,6
54716,conservative politics,6
54756,Consumption tax,6
54921,Creative Arts Education,6
54946,Creative writing,6
55046,Cultural capital,6
55686,DNA testing,6
55691,Domain names,6
55941,economic management,6
56161,Electoral systems,6
56796,Financial System Inquiry (FSI),6
56846,First in family,6
57401,Governance of superannuation funds,6
57471,Government Trading Enterprises,6
57556,guardianship,6
57966,House of Representatives (Australia),6
58006,housing density,6
58346,initial teacher education,6
58591,Invasive species,6
59036,Local news,6
59246,Media censorship,6
60436,Parenting skills,6
60941,Population health,6
61031,preservice teachers,6
61651,renewable energy portfolio,6
61896,Rooming houses,6
62236,Same-sex,6
62391,Self harm,6
62511,shareholders,6
62816,software development,6
62886,sporting clubs,6
62891,sporting facilities,6
62916,Stamp duty,6
62996,Strategy,6
63001,streaming services,6
63431,Telstra,6
63516,Tobacco control,6
63526,Toll roads,6
63546,Trade Agreements,6
63686,Traumatic brain injury,6
63906,Vegetation,6
63951,violence against children,6
64016,Voter sentiment,6
64066,water sustainability,6
64241,Work experience,6
64271,WorkChoices,6
64381,Youth drinking,6
64786,Interoperability,6
64806,Trade,6
64941,computable general equilibrium,6
64966,Forced marriage,6
65061,literature review,6
65206,Remand,6
65566,internet adoption,6
65676,Public debt,6
65806,NCRIS,6
66566,Indigenous social enterprise,6
67126,housing investment,6
67191,Coral reefs,6
67266,power relations,6
67311,Overdose,6
68286,World Health Organisation,6
68356,Sports stadiums,6
69731,Peer mentoring,6
70066,online education,6
70126,Pulses and Cereals,6
70401,rating systems,6
71026,Financial incentive mechanisms,6
71281,Sustainable green building assessment,6
71506,Perpetrator characteristics,6
71566,community-scale greenhouse gas emissions,6
71911,digital public services,6
72136,competitiveness,6
72151,zero waste,6
72181,Course accreditation,6
72401,indoor air quality,6
72591,vulnerable people,6
72681,Sovereign wealth funds,6
73296,Reproductive health,6
77461,Gout,6
78606,charitable giving,6
83106,Coproduction (public services),6
83441,Photovoltaic thermal,6
84141,precision medicine,6
84156,cross-sector partnerships,6
84706,Land-use planning,6
88401,Neurosciences,6
89131,amenity,6
89551,spatial analysis,6
89751,female representation,6
90031,cultural infrastructure planning,6
90506,Hydrogen exports,6
91966,research evaluation,6
93241,measuring employment,6
93291,Working hours,6
93531,High density housing,6
94261,slum housing,6
97041,Vertical greening systems,6
98571,Youth justice conferences,6
98596,Four day week,6
98666,Yolngu,6
20154,Payment,7
20550,Islam and secularism,7
20634,Digital electronics,7
20792,Creative ability in business,7
20865,Institutional care,7
20992,Community policing,7
21089,Piracy,7
21156,Sexual minorities,7
21287,Interpersonal relationships,7
21701,Pornography,7
21814,Women's sexual behavior,7
22117,Working class,7
22383,Price regulation,7
22518,Discipline of children,7
22526,Drowning,7
22733,Public utilities,7
22885,Audio-visual materials,7
23276,Nanotechnology,7
36011,Bank capital,7
36017,Securities,7
51541,tertiary funding,7
52311,Metrics,7
52421,Pill testing,7
52616,457 Visa,7
53266,ASIC,7
53611,Bilateral relations,7
53881,Buses,7
54231,children's services,7
54476,Commemoration,7
54711,Conservation,7
54951,creativity,7
55051,cultural competency,7
55226,Data visualisation,7
55406,deportation,7
55486,digital convergence,7
56546,Eye health,7
56671,Federalism,7
56851,First Nations people,7
57036,Fuel poverty,7
57271,Global cooperation,7
57746,Healthcare staff,7
57851,High-speed rail,7
57961,hospital funding,7
58721,Justice reinvestment,7
58816,Land tax,7
59081,low carbon materials,7
59121,Malcolm Turnbull,7
59241,media bias,7
59316,medical law,7
59426,migrant exploitation,7
59541,Monitoring and evaluation,7
59581,Mosquito-borne disease,7
59831,net neutrality,7
59851,New Zealand government,7
60126,Online dating,7
60146,online harassment,7
60291,Outsourcing,7
60446,Parks,7
60601,Performance reporting,7
60716,International student assessment,7
60966,post-graduate research,7
61026,Preservice teacher education,7
61126,private training providers,7
61686,Research commercialisation,7
62621,Smart specialisation,7
62866,Spectrum management framework,7
63081,Student Performance,7
63206,Surveys,7
63216,sustainability indicators,7
63286,Tax avoidance,7
63501,Threatened species,7
63506,TIO,7
64111,Web design,7
64301,working poor,7
64506,Performance evaluation,7
65096,multidisciplinary collaboration,7
65526,digital affordability,7
65571,digital security,7
65726,policy costings,7
65731,Commissions of inquiry,7
66146,Medical futility,7
66201,building improvement,7
66426,Olympic Games,7
66446,Price elasticity,7
66801,Live performance industry,7
67941,Demand Forecasting,7
67976,accounting and reporting standards,7
68001,Living Laboratories,7
68066,hygiene,7
68121,revenge porn,7
68551,Congestion charges,7
68751,Child care assistance,7
68866,civil law,7
69186,digital citizenship,7
69351,meat industry,7
70006,Peacekeeping forces,7
70196,innovative teaching,7
70331,demand,7
70551,Legislation,7
70701,Sharia law,7
70886,Life cycle greenhouse gas emissions,7
71686,augmented reality,7
72556,motor vehicle insurance,7
73391,Indigenous health promotion,7
73976,Internal migration,7
74356,Ageing workforce,7
76796,Fishing,7
78976,Academics,7
79171,Volunteer management,7
82121,Academic integrity,7
82256,Image-based abuse (IBA),7
82391,Sewage,7
82416,Lighting,7
82421,Crimes against humanity,7
82871,Xi Jinping,7
83626,Perceptions of crime in migrant communities,7
84086,Fines (Penalties),7
84246,Financial independence,7
84486,Community education providers,7
88676,National Partnership Agreements,7
88881,Energy pricing,7
89216,Apartments,7
89581,disaster resilience,7
89916,Authoritarian control,7
90751,internal displacement,7
90856,Civics education,7
90896,Arts venues,7
91676,Etsy,7
92361,digital infrastructure,7
92536,Vā,7
92751,Flexible work,7
93046,independent contractors,7
94266,climate financing,7
95921,Melbourne to Brisbane Inland Railway,7
96021,Replication,7
97111,Nuclear weapons testing,7
20368,Feminism,8
20521,Hearing impaired children,8
20692,Offshore outsourcing,8
20928,Internal security,8
21317,Financial crises,8
21380,Prime ministers,8
21530,Web search engines,8
21664,Medical students,8
21669,Crops,8
21860,Computers and children,8
22107,Middle class,8
22301,Play environments,8
22521,Technological forecasting,8
22569,Play,8
22695,Masculinity,8
22763,MOOCs (Web-based instruction),8
22868,Gentrification,8
23143,Family allowances,8
33420,Assistive computer technology,8
51571,Bike-share systems,8
51781,Water quality,8
52036,Water policy,8
52886,Age pension,8
53096,Money laundering,8
53946,cannabis,8
54141,Cervical cancer,8
54456,Collaborative governance,8
54621,company directors,8
55151,Cyber weapons,8
55296,defamation law,8
55331,Defence force personnel,8
55416,Desalination,8
55521,digital engagement,8
55536,digital future,8
55611,Direct Action Plan,8
55681,Dividend Imputation,8
56101,eLearning,8
57331,Global Value Chains,8
57446,Government performance,8
57581,happiness,8
58061,Heating ventilation and air conditioning,8
58071,hydroelectricity,8
58211,Indigenous heritage,8
58471,international comparison,8
58496,International issues,8
58526,Internet freedom,8
58726,Justice system,8
59151,mapping techniques,8
59736,National identity,8
60111,Online abuse,8
60431,Parenting programs,8
60481,part-time employment,8
60726,Place-based policy,8
60796,policy advice,8
60811,Policy implementation,8
60946,pork barrelling,8
61086,Prison population,8
61216,Property Investment,8
61711,Research funding,8
61901,Royal Commissions,8
62431,separated families,8
62601,Smart devices,8
63441,temporary migration,8
63736,Turnbull Government,8
64026,Voting systems,8
64151,Whānau,8
64541,patient safety,8
65001,Foster care,8
65006,primary prevention,8
65031,Maritime security,8
65136,rural Australians,8
65151,Education for sustainability,8
65216,Medical practitioners,8
65516,Water recycling,8
66101,office buildings,8
66506,water testing,8
66821,Loneliness,8
66981,ministerial staff,8
67371,employment data,8
68081,knowledge translation,8
68086,Lending,8
68326,Scientific study,8
68651,Voting patterns,8
68971,barriers to work,8
69396,gun crimes,8
70166,Healthy ageing,8
70186,Private rental support,8
71541,Smart grid,8
71666,intergenerational wealth transfers,8
72511,Student retention,8
74176,Community correction orders,8
74271,Respite care,8
74446,Marginal housing,8
75657,Body image,8
75731,Populism,8
82066,Vision disorders,8
84131,smart meters,8
84606,Employment and innovation clusters,8
88536,Ship design,8
88551,electric vehicle charging stations,8
88981,Taxis,8
89416,carbon neutrality,8
89541,Nature-based solutions,8
89911,First responders,8
89976,Client centred,8
90101,drought resilience,8
90911,Non-Traditional Research Outputs (NTROs),8
92166,obesity prevention,8
92686,Kakala,8
93491,Data sovereignty,8
93611,historic buildings,8
95931,Data breaches,8
96266,Ecosystem services,8
96491,Shooters Fishers and Farmers Party,8
20520,Hearing,9
21045,Photography,9
21228,Inflation (finance),9
21252,Single parents,9
21255,Postcolonialism,9
21362,Substance abuse,9
21443,Intercultural communication,9
22013,Intersex people,9
22174,Autistic children,9
22263,Monopolies,9
22351,Foreign exchange rates,9
22559,Burglary,9
22560,Social conflict,9
22624,Place-based education,9
22703,Shopping,9
22881,Location-based services,9
33422,Technology and older people,9
51586,Pandemics,9
51926,Transitions,9
53091,anti-discrimination,9
53281,Assessment,9
53291,Assets,9
53446,Senate (Australia),9
53891,bushfire prevention,9
53921,By-elections,9
54051,Cars,9
54066,Case study,9
54136,certified emission reductions,9
54916,Creative & digital,9
55011,Crown land,9
55201,data mining,9
55816,E-Government,9
56326,end of life,9
56371,Energy rating,9
56401,Engineering,9
56406,Enterprise bargaining,9
57276,global economy,9
57311,Global peace,9
57496,Green certification,9
57611,Health advocacy,9
57976,Household consumption,9
58281,Infectious diseases,9
58451,Intergenerational report,9
58776,Koori,9
59016,lobbying regulation,9
59021,local content,9
59041,long-term future,9
60131,Online electronic media,9
60156,Online privacy,9
60466,Parliamentary privilege,9
60711,Pine Gap,9
60836,policy,9
60956,Ports,9
61076,principals,9
61121,private sector,9
61681,Research assessment,9
61911,Royal Commission into the Protection and Detention of Children in the Northern Territory,9
62286,School fees,9
62301,school principals,9
62856,Sovereignty,9
63301,Tax cuts,9
63646,translational research,9
63676,trauma-informed practice,9
63971,Virtual reality,9
64171,wicked problems,9
64226,Women prisoners,9
64681,gun buyback schemes,9
64796,Behavioural economics,9
64871,satellite remote sensing,9
65046,public consultation,9
65066,carbon tax,9
65176,unethical conduct,9
65221,corporate tax,9
65366,Stakeholders,9
65656,Workplace training,9
66316,Passive house,9
67116,National Disability Insurance Agency (NDIA),9
67521,skills development,9
67916,construction materials,9
68311,social value,9
68536,future cities,9
69756,sustainable urban growth,9
71991,Energy modelling,9
72146,Migrants,9
73971,Ethnic persecution,9
75501,Maori language,9
78311,Cultural identity,9
83961,food waste,9
84216,Scenario planning,9
85196,Special Broadcasting Service (SBS),9
85271,couch surfing,9
89051,School leadership,9
89231,pedestrian movement,9
91691,Craft sector,9
91926,Wage theft,9
92291,development planning,9
94376,Australian history,9
95861,Community based participatory research,9
98536,Balance of payments,9
98661,Anangu,9
20162,Gay men,10
20500,Anti-racism,10
20639,Radicalism,10
21456,War memorials,10
21458,ANZAC Day,10
21553,Religious education,10
21555,Church and state,10
21732,Nursing home care,10
22049,Cyclones,10
22113,Classrooms,10
22433,Torture,10
22496,Sex,10
22498,Lesbians,10
22548,Health care rationing,10
22845,Representative government and representation,10
23228,Public art,10
33304,Kinship care,10
33387,Older women,10
33394,Chemical control,10
33685,Anthropology,10
51971,consumer directed care,10
52031,Water governance,10
53391,Australian constitution,10
53631,Biofuels,10
53656,biotechnology,10
54101,Catholic schools,10
54341,climate change debate,10
55266,Death penalty,10
55286,Decarbonization,10
55386,democratic reform,10
55621,Disability employment,10
55851,early childhood health,10
55856,Early childhood intervention,10
56141,Electoral boundary redistributions,10
56336,energy costs,10
56676,federalism reform,10
56816,Fire brigades,10
56901,Food banks,10
57416,Government business activity,10
57791,Heatwaves,10
58431,intellectual disability,10
58486,International Development,10
58961,Linked data,10
59431,Migration,10
59456,Millennials,10
59531,Mobility,10
60056,Ocean temperature,10
60416,Parental leave,10
60876,political influence,10
61536,Refugee youth,10
61761,Residential care,10
61806,Return on investment,10
62246,Satellites,10
62346,Sea level rise,10
62701,social disadvantage,10
62716,Social Impact Assessment,10
63091,Student welfare,10
63261,Systemic risk,10
63351,teacher training,10
63451,temporary visas,10
63821,Universal health care,10
65651,Government contracts,10
65831,early childhood services,10
65881,Cooperatives,10
66221,Cool roofs,10
66481,job satisfaction,10
67926,Zero-carbon housing,10
68391,Transport and land use plan,10
69136,Soft power,10
69786,Indigenous homelessness,10
69896,Civic improvement,10
69971,records management,10
70276,Impact consultation,10
71596,Electricity sector,10
72196,waste,10
72386,Microclimate,10
72671,independent schools,10
73171,Environmental law,10
75266,Pacific Islands Forum,10
75551,Emigrant remittances,10
75631,Theology,10
76181,Accounting profession,10
76901,Samoan people,10
82221,Rent assistance,10
82291,Roofs,10
84126,digital identity,10
84886,food production,10
84916,Waterway systems,10
85091,Absorption chiller,10
85236,Home modification,10
89666,User-centred design,10
89696,Telehealth,10
90461,Swinburne Technology Monitor,10
91076,Open science,10
92266,Infill development,10
20608,Ethnic relations,11
20610,Mens health,11
20713,Disasters,11
20807,Homophobia,11
21324,Public interest,11
21483,Fathers,11
21662,Ambulance service,11
21729,Schools safety,11
21840,Digital audio broadcasting,11
21998,National parks and reserves,11
22112,Emergency housing,11
22368,Hospitality industry,11
22474,Stigmatization,11
22523,Readiness for school,11
22685,Gender identity in the workplace,11
22719,Popular culture,11
22727,Subsidies,11
22749,Fires,11
22831,Iraq War (2003-2011),11
23052,Web 2.0,11
33828,Tax rebates,11
33895,Boys,11
51651,Bail,11
52341,Housing supply,11
52366,Crowdsourcing,11
52841,Adolescents,11
53116,antibiotics,11
53216,Art economy,11
54126,Centrelink,11
54496,Commercialisation,11
54731,Consumer choice,11
55676,Diversity,11
55726,Drink-driving,11
55746,Drones,11
55806,e-cigarettes,11
55886,early intervention services,11
56121,election promises,11
56136,Electoral administration,11
56466,eResearch,11
56571,Fair use,11
57816,heritage,11
58051,Humanitarian arrivals,11
58286,influenza,11
58691,journalism standards,11
58696,Journals,11
58941,Life Cycle Analysis,11
58966,liquor licensing,11
59011,Living wage,11
59086,low carbon precinct,11
59166,marine reserves,11
59716,Australian curriculum,11
59816,Neo-liberalism,11
60456,Parliamentary entitlements,11
60616,Perpetrator interventions,11
60911,Politics,11
61516,Refugee education,11
61561,Regional business,11
62731,Social issues,11
62931,startups,11
63136,Sugar tax,11
63816,Universal Basic Income,11
64221,Women in politics,11
65601,employee leave entitlements,11
65821,Prevention-based approaches,11
66001,Public advocacy,11
66231,Energy efficiency measures,11
66281,Low energy housing,11
66511,Collective bargaining,11
69131,Carbon Footprint,11
69301,economic reform,11
70321,solar thermal,11
71011,hazardous substances,11
71576,life cycle,11
72191,Modelling,11
72651,Precinct information modelling,11
74756,Space industry,11
75301,Sports participation,11
75621,Storytelling,11
75647,Archaeology,11
76031,Tongan culture,11
82361,Human comfort,11
83471,Prefabricated construction,11
83926,Co-design,11
84021,military equipment,11
88636,Public parks,11
89011,Labor productivity,11
89476,Walkability,11
90726,Code implementation,11
90886,Recognised Seasonal Employer (RSE) scheme,11
91651,Night time economy,11
93311,Economic insecurity,11
95746,Wearable technology,11
20227,Extremists,12
20435,Immigrant children,12
20499,Classification,12
20566,Tariff,12
20567,Web archiving,12
20839,Peer review,12
20850,Scientists,12
20943,School discipline,12
21202,Peace,12
21243,Undergraduates,12
21249,Grandparents,12
21261,Financial security,12
21441,Jihad,12
21714,Revenue,12
21738,Senate,12
22235,Chronic pain,12
22397,Sexism,12
22623,Place (Philosophy),12
23045,Ombudsman,12
23474,Radioactive waste disposal,12
33341,Airlines,12
36010,Asset allocation,12
37937,Plants,12
52096,groundwater,12
52321,Patient experience,12
52646,Aboriginal employment,12
53241,asbestos,12
53836,Budget analysis,12
53996,carbon capture and storage,12
54326,clean energy,12
54926,creative commons,12
55101,culture and violence,12
55601,digitisation,12
56281,employee entitlements,12
57131,Gas prices,12
57831,High Court,12
58826,Landline telephones,12
59061,Longitudinal studies,12
59161,marijuana,12
59251,media consumption,12
61476,Recreational drugs,12
61701,Research engagement,12
62266,Scams,12
62696,Social determinants of health,12
63391,Teenage youth,12
64246,Work for the dole,12
65091,Shale gas,12
65816,outcomes measurement,12
65826,systematic reviews,12
67911,photovoltaic,12
69736,Labour force productivity,12
69981,Illegal drugs,12
70931,Music industry,12
72221,Urban precincts,12
72851,tax policy,12
75666,Literature,12
82241,Boardinghouses,12
85096,Commercial buildings,12
88996,Craft,12
89686,mHealth,12
90026,Creative city,12
90106,Alcohol-related crime,12
92486,Society 4.0,12
93391,Portable benefits,12
95591,Canada Next,12
95756,Age discrimination,12
20186,Subscription television,13
20274,World Heritage areas,13
20339,Bureaucracy,13
20448,Islam and state,13
20620,Religious communities,13
20775,Older people--Health and hygiene,13
21557,Homeless children,13
21593,Consumption (Economics),13
21675,Plant diseases,13
21951,Downloading of data,13
21971,Restorative justice,13
22511,School choice,13
22631,Human genetics,13
22636,Submarines,13
22725,Rural schools,13
52076,mining boom,13
52316,Research metrics,13
52331,Workplace bullying,13
52336,Monetary policy,13
52756,Accounting,13
53451,Australian Sex Party,13
54201,child safety,13
56791,Financial stress,13
57021,Freight transport,13
57146,Gender analysis,13
57201,Genetic modification,13
57591,Harm reduction,13
57896,Home care,13
58036,human resource management,13
58081,Identity theft,13
58806,land management,13
58971,Library and Information Science (LIS),13
58981,Live music,13
59346,Medicinal cannabis,13
59776,Natural resource management,13
60471,Parliamentary scrutiny,13
60801,policy analysis,13
61106,private hospitals,13
61231,Psychology,13
62241,sanitation,13
62746,Social outcomes,13
62771,Social sustainability,13
63121,suburbs,13
64041,vulnerable children,13
64046,Walking,13
64211,Wireless technology,13
64276,Workforce planning,13
65041,CPRF,13
65596,energy,13
66411,heritage management,13
67411,Midwifery,13
67631,gambling accessibility,13
69321,medical ethics,13
71456,wages growth,13
72481,agent-based modelling,13
82481,5G telecommunications,13
84726,Gender-based violence,13
85036,Strategic interests,13
88991,Design thinking,13
92551,Task economy,13
93106,Employment classification,13
93796,digital adoption,13
20185,Streaming video,14
20278,Television and children,14
20433,Minimum wage,14
21116,Patents,14
21271,Bioethics,14
21460,Kidney diseases,14
21809,Job vacancies,14
21903,Custody of children,14
22333,Capitalism,14
22662,Corporation law,14
22682,Addiction,14
22715,Universities and colleges ratings and rankings,14
22755,Abortion,14
22882,Resilience (Personality trait),14
33364,Food packaging,14
34029,Convergence (Telecommunication),14
51711,red tape,14
51756,Penalty rates,14
51846,Funding,14
52061,English language education,14
52186,Airbnb,14
52236,electricity consumption,14
52901,Aged care nursing,14
52966,algorithms,14
53651,Biosecurity,14
53771,Bowel cancer,14
55271,deaths in custody,14
55481,digital content,14
55541,digital government,14
57126,Gaming,14
57221,Geographic information,14
57681,health law,14
57766,Heart disease,14
57866,higher education reform,14
57956,Horticulture,14
58266,Industry assistance,14
60061,OECD,14
60661,Philanthropy,14
62711,social exclusion,14
63126,Sugar,14
67146,graduate outcomes,14
67561,Election campaign funding,14
67896,water supply,14
68541,planning policy,14
68766,workplace reform,14
70346,Heat resilience,14
70391,Collaborative research,14
73606,Metropolitan plans,14
82366,Barrier-free design,14
84181,Indigenous languages,14
91421,Supported accommodation,14
92481,self employment,14
93346,job instability,14
95586,Disarmament,14
96551,Cashless debit card,14
96956,Digital transformation,14
97036,Green roofs,14
97326,Capital investments,14
20417,Institutional repositories,15
20498,Television advertising,15
20551,Transparency,15
20805,Gay community,15
20863,Civil war,15
20983,Refugee children,15
21067,Distance education,15
21336,Endangered species,15
21375,Computers,15
21449,National self-determination,15
21666,Pests,15
21793,Decentralization in government,15
22342,Cultural pluralism,15
22656,Animal populations,15
22669,Multicultural education,15
22773,Digital rights management,15
22832,Political crimes and offenses,15
22835,Public-private sector cooperation,15
23096,Citizen journalism,15
51601,environmental governance,15
51936,Tenants,15
53221,Art galleries,15
54121,Census data,15
54541,communications media,15
55141,cyber-crime,15
55326,Defence expenditure,15
55471,digital collections,15
56021,Education equity,15
56636,Federal budget 2014-15,15
58326,Information sharing,15
59191,Marriage equality,15
59416,Microenterprise,15
60681,physical activity,15
61376,Quality improvement,15
62896,Sports betting,15
62941,State government departments,15
69651,illicit drug manufacture,15
76056,Tālanoa Research Methodology,15
79111,Pacific Island economies,15
83406,Advanced manufacturing,15
94056,Health care data,15
20616,Intergenerational relations,16
20962,War on Terrorism (2001-),16
21196,Information science,16
21294,Computer crimes,16
21865,Human capital,16
22140,Homeless women,16
22206,Health literacy,16
22292,Cyberterrorism,16
22671,Legislative bodies,16
22959,Foster parents,16
23444,Homeless families,16
33344,Mathematics,16
51701,government regulation,16
53426,Australian government,16
54046,caring for children,16
54346,climate change projections,16
57436,government funding,16
57641,Health equity,16
58111,Impact of humanities research,16
58251,Indigenous students,16
59051,Long-term unemployment,16
59476,ministerial portfolios,16
61766,resilience,16
61776,respiratory diseases,16
61891,RoGS,16
62446,Service delivery,16
63051,student engagement,16
63581,Traffic congestion,16
63836,University students,16
66856,low carbon cities,16
67291,Fetal Alcohol Spectrum Disorder (FASD),16
67296,land care,16
69821,business investment,16
70156,sustainable economics,16
71106,librarianship,16
71476,educational quality,16
90531,low carbon building technologies,16
91271,Totalitarian systems,16
97026,Evidence-informed policy,16
97651,Excellence in Research for Australia (ERA),16
98686,Ethical construction,16
20187,Internet television,17
20349,Terrorism and mass media,17
20621,Islam and politics,17
20759,Religion and politics,17
21063,International education,17
21240,Race relations,17
21523,Judges,17
21565,Supply and demand,17
21581,Festivals,17
22167,Health education,17
22236,Workers' compensation,17
22384,Interest rates,17
22676,Technology and state,17
22731,Alcoholism,17
51576,Breast cancer,17
52626,ABC reviews,17
53856,Building Information Model (BIM),17
54451,Collaboration,17
54626,Company tax,17
55186,data access,17
55221,Data retention,17
55641,Disability,17
55881,early intervention,17
56311,End of life care,17
56341,Energy demand,17
56351,Energy economics,17
56491,European Union,17
57361,Gonski Review,17
57886,HILDA survey,17
59066,Low carbon built environment,17
59766,Native Title,17
60221,Oral health,17
60541,Pharmaceutical Benefits Scheme (PBS),17
61656,Renewable Energy Target,17
63231,SVA Quarterly,17
63491,Think tanks,17
65396,Active transport,17
73141,disaster planning,17
74151,Adani coal mine,17
74236,Experiences of tenants,17
74281,Research ethics,17
78351,Humanitarian aid,17
82566,21st Century work skills,17
88396,Energy productivity,17
95626,Report on Government Services 2019,17
95646,Report on Government Services 2018,17
20332,Propaganda,18
20445,Muslim women,18
20485,People with disabilities--Civil rights,18
20938,Forecasting,18
21525,Industry self-regulation,18
21538,Low-income consumers,18
22044,Shelters for the homeless,18
22207,Radio,18
22721,Student loans,18
23018,Macroeconomics,18
51841,Specialist Homelessness Services,18
52696,Academic freedom,18
53186,Aquaculture,18
53316,Assistive technology,18
53696,Blockchains,18
54021,Carbon pricing,18
54236,China,18
55626,disability inclusive education,18
56411,Entertainment,18
56476,Ethical investment,18
57631,health communication,18
58946,Life insurance,18
60976,Post-traumatic stress disorder (PTSD),18
61726,Research infrastructure,18
64376,youth development,18
64691,cultural collections,18
64781,public sector leadership,18
65256,Indigenous and community media,18
65261,Print,18
66396,Electricity demand,18
67861,residential property,18
68596,Infrastructure funding,18
73351,Remote health,18
74166,Coastal areas,18
75511,Christianity,18
84331,Health services planning and management,18
88621,Stormwater,18
98486,Indigenous mental health,18
20253,Emergency medical services,19
20565,Foreign trade and employment,19
20581,Fertility,19
20681,Social integration,19
20750,Youth and violence,19
21022,Political development,19
21102,Contracts,19
21197,Art museums,19
21445,Arthritis,19
21510,Mentoring,19
21556,Alzheimer's disease,19
22747,Pay equity,19
23192,Industrial efficiency,19
52706,Academic performance,19
53581,behavioural insights,19
54186,Child poverty,19
54791,copyright law,19
55456,digital age,19
55646,Disadvantaged students,19
56581,Family Court,19
57776,heat stress,19
57821,heritage buildings,19
57921,home renovation,19
58021,Housing markets,19
58076,Ice,19
58801,Labour market flexibility,19
60656,Philanthropic sector,19
61016,Prescription medication,19
61036,Preventative health,19
61056,Primary Health Networks,19
61161,Professional Development,19
63606,Trans-Pacific Partnership (TPP),19
63911,Ventilation,19
